,ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
16,LU1250154413,ADJ,ADO PROPERTIES S.A. NPV,Common stock,EUR,2506119,2018-10-10,13:00,49.66,49.66,49.6,49.6,838,5
17,DE0006459324,LUS,LANG+SCHWARZ AG NA,Common stock,EUR,2505041,2018-10-10,13:00,19.5,19.5,19.5,19.5,500,1
18,DE0005111702,ZO1,ZOOPLUS AG,Common stock,EUR,2504885,2018-10-10,13:00,144.4,144.5,144.4,144.5,23,2
19,CH0038389992,BBZA,"BB BIOTECH NAM.   SF 0,20",Common stock,EUR,2504244,2018-10-10,13:00,61.2,61.2,61.2,61.2,278,1
20,DE000A1K0235,SMHN,SUESS MICROTEC SE NA O.N.,Common stock,EUR,2504495,2018-10-10,13:00,12.5,12.5,12.16,12.2,6854,18
21,NL0011821202,INN1,"ING GROEP NV      EO -,01",Common stock,EUR,2506270,2018-10-10,13:00,11.134,11.134,11.134,11.134,100,1
22,DE0002635307,EXSA,ISH.STOX.EUROPE 600 U.ETF,ETF,EUR,2504871,2018-10-10,13:00,36.565,36.57,36.565,36.57,4650,4
23,NL0011375019,SNH,"STEINHOFF INT.HLDG.EO-,50",Common stock,EUR,2506267,2018-10-10,13:00,0.1358,0.1364,0.1358,0.1364,40000,6
24,DE000KGX8881,KGX,KION GROUP AG,Common stock,EUR,2504811,2018-10-10,13:00,47.39,47.41,47.38,47.41,945,4
25,DE000A0MSN11,M7U,NYNOMIC AG  INH O.N.,Common stock,EUR,2504387,2018-10-10,13:00,23.1,23.1,23.1,23.1,421,1
26,DE0006046113,B8F,BIOFRONTERA AG NA O.N.,Common stock,EUR,2505001,2018-10-10,13:00,5.9,5.98,5.9,5.98,5000,5
27,DE000A1X3XX4,DIC,DIC ASSET AG NA O.N.,Common stock,EUR,2504532,2018-10-10,13:00,9.4,9.4,9.4,9.4,2777,3
28,DE0006062144,1COV,COVESTRO AG  O.N.,Common stock,EUR,2505008,2018-10-10,13:00,63.66,63.68,63.64,63.68,524,5
29,DE000A0H08M3,EXH1,IS.S.E.600 OIL+G.U.ETF A.,ETF,EUR,2504330,2018-10-10,13:00,36.59,36.59,36.59,36.59,103,1
30,DE0006452907,NEM,NEMETSCHEK SE O.N.,Common stock,EUR,2505040,2018-10-10,13:00,116.3,116.3,116.2,116.2,353,6
31,DE0005408884,LEO,LEONI AG NA O.N.,Common stock,EUR,2504929,2018-10-10,13:00,33.22,33.22,33.2,33.21,678,4
32,DE0005810055,DB1,DEUTSCHE BOERSE NA O.N.,Common stock,EUR,2504978,2018-10-10,13:00,113.55,113.55,113.5,113.5,874,5
33,DE000A0Q4R44,EXI5,IS.S.E.600 R.EST.U.ETF A.,ETF,EUR,2504395,2018-10-10,13:00,17.238,17.238,17.238,17.238,596,1
34,DE0007236101,SIE,SIEMENS AG NA,Common stock,EUR,2505088,2018-10-10,13:00,103.66,103.7,103.66,103.7,3166,14
35,DE0005140008,DBK,DEUTSCHE BANK AG NA O.N.,Common stock,EUR,2504888,2018-10-10,13:00,9.763,9.769,9.763,9.769,6765,9
36,DE0005089031,UTDI,UTD.INTERNET AG NA,Common stock,EUR,2504878,2018-10-10,13:00,36.73,36.77,36.73,36.77,1005,8
37,DE0005550636,DRW3,DRAEGERWERK VZO O.N.,Common stock,EUR,2504952,2018-10-10,13:00,50.35,50.35,50.35,50.35,1416,8
38,DE000JST4000,JST,JOST WERKE AG INH.   O.N.,Common stock,EUR,2547456,2018-10-10,13:00,30.0,30.0,30.0,30.0,18,1
39,CH0012032048,RHO5,ROCHE HLDG AG GEN.,Other,EUR,2504218,2018-10-10,13:00,215.1,215.15,215.1,215.15,2,2
40,DE000ETFL029,EL4B,DK EURO STOXX 50,ETF,EUR,2506377,2018-10-10,13:00,33.215,33.215,33.215,33.215,30000,2
41,DE0005190003,BMW,BAY.MOTOREN WERKE AG ST,Common stock,EUR,2504900,2018-10-10,13:00,75.74,75.77,75.74,75.76,1054,10
42,DE0005552004,DPW,DEUTSCHE POST AG NA O.N.,Common stock,EUR,2504953,2018-10-10,13:00,28.95,28.97,28.95,28.97,2868,10
43,DE0005659700,EUZ,ECKERT+ZIEGLER AG O.N.,Common stock,EUR,2504962,2018-10-10,13:00,46.0,46.2,46.0,46.2,2000,2
44,DE000A2DAN10,SFD1,SOFTLINE AG  O.N.,Common stock,EUR,2504641,2018-10-10,13:00,9.0,9.0,9.0,9.0,1339,1
45,DE000A161N30,GLJ,GRENKE AG NA O.N.,Common stock,EUR,2504606,2018-10-10,13:00,93.65,93.65,93.55,93.55,689,8
46,DE0007165631,SRT3,SARTORIUS AG VZO O.N.,Common stock,EUR,2505079,2018-10-10,13:00,124.8,124.9,124.8,124.9,171,5
47,DE0007037129,RWE,RWE AG ST O.N.,Common stock,EUR,2505072,2018-10-10,13:00,17.34,17.36,17.34,17.36,5349,12
48,US58933Y1055,6MK,"MERCK CO.          DL-,01",Common stock,EUR,2506529,2018-10-10,13:00,63.03,63.03,63.03,63.03,455,4
49,IE00B4L5ZY03,EUNS,ISHSIII-EO CBX-F1-5YR EOD,ETF,EUR,2505658,2018-10-10,13:00,109.385,109.385,109.385,109.385,19,1
50,DE000A0Z2XN6,RIB,RIB SOFTWARE SE  NA EO 1,Common stock,EUR,2504436,2018-10-10,13:00,15.53,15.53,15.51,15.53,906,6
51,DE0007164600,SAP,SAP SE O.N.,Common stock,EUR,2505077,2018-10-10,13:00,101.08,101.24,101.08,101.24,3360,22
52,IE00B42Z5J44,IBCG,ISHSV-MSCI JAPAN EO HDG A,ETF,EUR,2505672,2018-10-10,13:00,51.042,51.042,51.042,51.042,33,1
53,DE0006335003,KRN,KRONES AG O.N.,Common stock,EUR,2505038,2018-10-10,13:00,86.2,86.2,86.2,86.2,124,2
54,DE000CBK1001,CBK,COMMERZBANK AG,Common stock,EUR,2504665,2018-10-10,13:00,8.792,8.797,8.792,8.797,3139,9
55,US01609W1027,AHLA,ALIBABA GR.HLDG SP.ADR 1,Common stock,EUR,2506421,2018-10-10,13:00,125.42,125.42,125.42,125.42,10,1
56,LU0322253906,DX2J,XTR.MSCI EUROPE S.CAP 1C,ETF,EUR,2505884,2018-10-10,13:00,42.235,42.235,42.235,42.235,33,1
57,IE00B1YZSC51,IQQY,ISHSII-MSCI EUROPE EODIS,ETF,EUR,2505598,2018-10-10,13:00,23.235,23.235,23.235,23.235,220,1
58,DE000A0STST2,TTI,TOM TAILOR HLDG  NA O.N.,Common stock,EUR,2504401,2018-10-10,13:00,3.466,3.47,3.466,3.47,5330,4
59,DE0005565204,DUE,DUERR AG O.N.,Common stock,EUR,2504956,2018-10-10,13:00,33.19,33.22,33.19,33.22,349,7
60,DE000LED4000,OSR,OSRAM LICHT AG NA O.N.,Common stock,EUR,2504813,2018-10-10,13:00,32.3,32.3,32.24,32.29,3833,10
61,DE0007030009,RHM,RHEINMETALL AG,Common stock,EUR,2505071,2018-10-10,13:00,79.22,79.26,79.18,79.24,893,12
62,DE000ENAG999,EOAN,E.ON SE NA O.N.,Common stock,EUR,2504666,2018-10-10,13:00,8.446,8.451,8.446,8.451,12703,14
63,DE000SHA0159,SHA,SCHAEFFLER AG INH. VZO,Common stock,EUR,2504849,2018-10-10,13:00,10.04,10.075,10.04,10.075,10100,13
64,AT0000969985,AUS,AT+S AUSTR.T.+SYSTEMT.,Common stock,EUR,2504191,2018-10-10,13:00,18.3,18.3,18.3,18.3,1264,4
65,DE000A0S9GB0,4GLD,DT.BOERSE COM. XETRA-GOLD,ETC,EUR,2506202,2018-10-10,13:00,33.166,33.166,33.166,33.166,41,1
66,US0231351067,AMZ,"AMAZON.COM INC.    DL-,01",Common stock,EUR,2506427,2018-10-10,13:00,1617.39,1617.78,1617.39,1617.77,44,3
67,DE0006048408,HEN,HENKEL AG+CO.KGAA ST O.N.,Common stock,EUR,2505003,2018-10-10,13:00,85.9,85.9,85.9,85.9,157,5
68,GB00B24CGK77,3RB,"RECKITT BENCK.GRP LS -,10",Common stock,EUR,2505366,2018-10-10,13:00,75.13,75.13,75.13,75.13,168,2
69,DE000A2E4L75,LINU,LINDE AG O.N. Z.UMT.,Common stock,EUR,2600157,2018-10-10,13:00,208.0,208.1,208.0,208.1,299,7
70,DE000WAF3001,WAF,SILTRONIC AG NA O.N.,Common stock,EUR,2504859,2018-10-10,13:00,92.7,92.76,92.7,92.76,256,8
71,DE0007231326,SIX2,SIXT SE ST O.N.,Common stock,EUR,2505085,2018-10-10,13:00,96.75,96.75,96.75,96.75,15,1
72,DE0005158703,BC8,BECHTLE AG O.N.,Common stock,EUR,2504894,2018-10-10,13:00,80.85,80.85,80.85,80.85,100,2
73,US2546871060,WDP,DISNEY (WALT) CO.,Common stock,EUR,2506474,2018-10-10,13:00,101.16,101.16,101.16,101.16,100,1
74,DE0007664039,VOW3,VOLKSWAGEN AG VZO O.N.,Common stock,EUR,2505114,2018-10-10,13:00,145.9,145.98,145.9,145.96,462,8
75,DE0006048432,HEN3,HENKEL AG+CO.KGAA VZO,Common stock,EUR,2505004,2018-10-10,13:00,96.16,96.2,96.14,96.14,2474,13
76,DE000ETFL037,EL4C,DK STOXX EUR.STR.GROW.20,ETF,EUR,2504683,2018-10-10,13:00,33.445,33.445,33.445,33.445,131,1
77,DE0006969603,PUM,PUMA SE,Common stock,EUR,2505067,2018-10-10,13:00,430.0,430.0,429.0,429.5,367,8
78,DE000WACK012,WAC,WACKER NEUSON SE NA O.N.,Common stock,EUR,2504858,2018-10-10,13:00,21.0,21.0,21.0,21.0,238,2
79,FR0000120578,SNW,SANOFI SA INHABER    EO 2,Common stock,EUR,2505171,2018-10-10,13:00,76.95,76.95,76.95,76.95,45,2
80,DE0008404005,ALV,ALLIANZ SE NA O.N.,Common stock,EUR,2505133,2018-10-10,13:00,191.72,191.84,191.72,191.84,918,9
81,DE0005557508,DTE,DT.TELEKOM AG NA,Common stock,EUR,2504954,2018-10-10,13:00,14.38,14.38,14.375,14.38,10495,11
82,DE0005408116,ARL,AAREAL BANK AG,Common stock,EUR,2504927,2018-10-10,13:00,36.2,36.2,36.2,36.2,153,1
83,DE0008402215,HNR1,HANNOVER RUECK SE NA O.N.,Common stock,EUR,2505132,2018-10-10,13:00,123.2,123.2,123.2,123.2,76,5
84,DE000A0HN5C6,DWNI,DEUTSCHE WOHNEN SE INH,Common stock,EUR,2504314,2018-10-10,13:00,40.18,40.18,40.18,40.18,408,1
85,DE0005313704,AFX,CARL ZEISS MEDITEC AG,Common stock,EUR,2504922,2018-10-10,13:00,65.2,65.2,65.2,65.2,182,3
86,DE000A0LD2U1,AOX,ALSTRIA OFFICE REIT-AG,Common stock,EUR,2504379,2018-10-10,13:00,12.79,12.79,12.79,12.79,267,2
87,DE000KSAG888,SDF,K+S AG NA O.N.,Common stock,EUR,2504812,2018-10-10,13:00,18.37,18.37,18.37,18.37,569,5
88,DE0006766504,NDA,AURUBIS AG,Common stock,EUR,2505060,2018-10-10,13:00,54.98,55.02,54.96,55.02,643,6
89,DE000A2GS401,SOW,SOFTWARE AG  NA O.N.,Common stock,EUR,2696229,2018-10-10,13:00,36.26,36.28,36.26,36.27,2079,10
90,DE000A161408,HFG,HELLOFRESH SE  INH O.N.,Common stock,EUR,2759535,2018-10-10,13:00,10.09,10.09,10.09,10.09,659,4
91,GB0059822006,DLG,"DIALOG SEMICOND.   LS-,10",Common stock,EUR,2505387,2018-10-10,13:00,16.87,16.875,16.87,16.875,369,2
92,DE0005664809,EVT,EVOTEC AG O.N.,Common stock,EUR,2504963,2018-10-10,13:00,16.125,16.15,16.125,16.14,1033,5
93,DE0005488100,ISR,ISRA VISION O.N.,Common stock,EUR,2504937,2018-10-10,13:00,38.35,38.35,38.35,38.35,62,1
94,DE000TUAG000,TUI1,TUI AG NA O.N.,Common stock,EUR,2504855,2018-10-10,13:00,15.745,15.745,15.745,15.745,657,2
95,DE000A12DM80,G24,SCOUT24 AG NA O.N.,Common stock,EUR,2504556,2018-10-10,13:00,36.0,36.0,36.0,36.0,130,1
96,DE0008430026,MUV2,MUENCH.RUECKVERS.VNA O.N.,Common stock,EUR,2505134,2018-10-10,13:00,195.05,195.05,195.05,195.05,621,12
97,DE000STRA555,SBS,STRATEC BIOMEDICAL  NA ON,Common stock,EUR,2504851,2018-10-10,13:00,50.8,50.8,50.8,50.8,13,1
98,IE00BYZK4552,2B76,ISHS IV-AUTO.+ROBOTIC.ETF,ETF,EUR,2505551,2018-10-10,13:00,5.999,5.999,5.992999999999999,5.992999999999999,1750,3
99,DE000A1PHFF7,BOSS,HUGO BOSS AG NA O.N.,Common stock,EUR,2504512,2018-10-10,13:00,62.16,62.16,62.04,62.08,5607,35
100,DE0007500001,TKA,THYSSENKRUPP AG O.N.,Common stock,EUR,2505105,2018-10-10,13:00,20.82,20.83,20.82,20.83,2162,3
101,DE000A1J5RX9,O2D,TELEFONICA DTLD HLDG NA,Common stock,EUR,2504492,2018-10-10,13:00,3.574,3.574,3.573,3.573,3136,4
102,DE0005545503,DRI,1+1 DRILLISCH AG O.N.,Common stock,EUR,2504950,2018-10-10,13:00,37.9,37.9,37.9,37.9,114,1
103,DE0005772206,FIE,FIELMANN AG O.N.,Common stock,EUR,2504969,2018-10-10,13:00,50.5,50.5,50.5,50.5,75,1
104,DE0005439004,CON,CONTINENTAL AG O.N.,Common stock,EUR,2504933,2018-10-10,13:00,140.85,140.85,140.8,140.8,1339,7
105,LU0061462528,RRTL,RTL GROUP,Common stock,EUR,2505811,2018-10-10,13:00,60.85,60.9,60.85,60.9,39,5
106,LU1673108939,AT1,"AROUNDTOWN EO-,01",Common stock,EUR,2653294,2018-10-10,13:00,7.355,7.355,7.355,7.355,5125,2
107,DE000A13SX22,HLE,HELLA GMBH+CO. KGAA O.N.,Common stock,EUR,2504580,2018-10-10,13:00,41.42,41.44,41.42,41.44,813,6
108,DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2504664,2018-10-10,13:00,75.55,75.56,75.53,75.55,12374,53
109,DE0006916604,PFV,PFEIFFER VACUUM TECH.O.N.,Common stock,EUR,2505061,2018-10-10,13:00,112.3,112.4,112.3,112.4,121,5
110,DE0007314007,HDD,HEIDELBERG.DRUCKMA.O.N.,Common stock,EUR,2505096,2018-10-10,13:00,2.266,2.266,2.266,2.266,1000,1
111,DE0007472060,WDI,WIRECARD AG,Common stock,EUR,2505101,2018-10-10,13:00,174.7,174.75,174.55,174.55,916,17
112,DE000DWS1007,DWS,DWS GROUP GMBH+CO.KGAA ON,Common stock,EUR,3089123,2018-10-10,13:00,23.4,23.4,23.4,23.4,676,3
113,DE0006231004,IFX,INFINEON TECH.AG NA O.N.,Common stock,EUR,2505024,2018-10-10,13:00,18.325,18.34,18.305,18.335,19452,29
114,DE000A1EWWW0,ADS,ADIDAS AG NA O.N.,Common stock,EUR,2504471,2018-10-10,13:00,197.45,197.5,197.4,197.45,1313,15
115,DE0005428007,COM,COMDIRECT BANK AG,Common stock,EUR,2504931,2018-10-10,13:00,10.42,10.42,10.42,10.42,306,3
116,NL0012169213,QIA,"QIAGEN NV         EO -,01",Common stock,EUR,2506272,2018-10-10,13:00,30.55,30.55,30.55,30.55,157,1
117,DE000A1H8BV3,NOEJ,NORMA GROUP SE NA O.N.,Common stock,EUR,2504474,2018-10-10,13:00,50.7,50.8,50.7,50.8,556,4
118,IE00B5BMR087,SXR8,ISHSVII-CORE S+P500 DLACC,ETF,EUR,2505689,2018-10-10,13:00,243.34,243.34,243.34,243.34,30,1
119,DE000BASF111,BAS,BASF SE NA O.N.,Common stock,EUR,2504663,2018-10-10,13:00,71.74,71.8,71.74,71.79,4235,25
120,DE000UNSE018,UN01,UNIPER SE  NA O.N.,Common stock,EUR,2504856,2018-10-10,13:00,25.49,25.5,25.49,25.5,728,3
121,DE0007235301,SGL,SGL CARBON SE O.N.,Common stock,EUR,2505087,2018-10-10,13:00,8.55,8.56,8.55,8.555,4066,10
122,DE0005419105,COK,CANCOM SE O.N.,Common stock,EUR,2504930,2018-10-10,13:00,33.14,33.2,33.14,33.16,587,5
123,DE0007010803,RAA,RATIONAL AG,Common stock,EUR,2505070,2018-10-10,13:00,598.0,598.5,598.0,598.5,53,3
124,DE0008019001,PBB,DT.PFANDBRIEFBK AG,Common stock,EUR,2505126,2018-10-10,13:00,13.17,13.17,13.17,13.17,1044,11
125,DE0005785802,FME,FRESEN.MED.CARE KGAA O.N.,Common stock,EUR,2504974,2018-10-10,13:00,88.02,88.08,88.02,88.06,565,14
126,DE000SHL1006,SHL,SIEMENS HEALTH.AG NA O.N.,Common stock,EUR,3058562,2018-10-10,13:00,33.71,33.72,33.71,33.72,593,4
127,DE0005785604,FRE,FRESENIUS SE+CO.KGAA O.N.,Common stock,EUR,2504973,2018-10-10,13:00,67.74,67.78,67.74,67.78,1956,13
128,DE0006599905,MRK,MERCK KGAA O.N.,Common stock,EUR,2505050,2018-10-10,13:00,90.94,91.0,90.94,90.98,1001,11
129,DE0005557508,DTE,DT.TELEKOM AG NA,Common stock,EUR,2504954,2018-10-10,13:01,14.38,14.38,14.375,14.375,12658,8
130,DE000BASF111,BAS,BASF SE NA O.N.,Common stock,EUR,2504663,2018-10-10,13:01,71.79,71.79,71.76,71.76,2369,8
131,DE000SHA0159,SHA,SCHAEFFLER AG INH. VZO,Common stock,EUR,2504849,2018-10-10,13:01,10.07,10.07,10.065,10.065,1135,2
132,DE0005552004,DPW,DEUTSCHE POST AG NA O.N.,Common stock,EUR,2504953,2018-10-10,13:01,28.97,28.97,28.97,28.97,961,3
133,NL0012169213,QIA,"QIAGEN NV         EO -,01",Common stock,EUR,2506272,2018-10-10,13:01,30.56,30.56,30.55,30.55,4405,6
134,DE0006569908,MLP,MLP SE  INH. O.N.,Common stock,EUR,2505045,2018-10-10,13:01,5.37,5.37,5.35,5.35,13248,8
135,DE0008430026,MUV2,MUENCH.RUECKVERS.VNA O.N.,Common stock,EUR,2505134,2018-10-10,13:01,195.1,195.15,195.1,195.1,459,7
136,DE0005933956,EXW1,ISHARES EO STOXX 50 U.ETF,ETF,EUR,2506383,2018-10-10,13:01,33.04,33.04,33.04,33.04,500,1
137,DE000CBK1001,CBK,COMMERZBANK AG,Common stock,EUR,2504665,2018-10-10,13:01,8.795,8.795,8.792,8.792,7711,8
138,DE0006062144,1COV,COVESTRO AG  O.N.,Common stock,EUR,2505008,2018-10-10,13:01,63.68,63.68,63.66,63.66,874,4
139,DE0006048432,HEN3,HENKEL AG+CO.KGAA VZO,Common stock,EUR,2505004,2018-10-10,13:01,96.16,96.2,96.16,96.2,1202,11
140,DE0005200000,BEI,BEIERSDORF AG O.N.,Common stock,EUR,2504906,2018-10-10,13:01,91.56,91.6,91.54,91.6,1175,13
141,DE0005545503,DRI,1+1 DRILLISCH AG O.N.,Common stock,EUR,2504950,2018-10-10,13:01,37.88,37.88,37.86,37.86,251,3
142,DE0005470405,LXS,LANXESS AG,Common stock,EUR,2504935,2018-10-10,13:01,61.46,61.48,61.46,61.46,1047,9
143,DE0007164600,SAP,SAP SE O.N.,Common stock,EUR,2505077,2018-10-10,13:01,101.26,101.28,101.26,101.28,2801,12
144,DE0005419105,COK,CANCOM SE O.N.,Common stock,EUR,2504930,2018-10-10,13:01,33.2,33.24,33.2,33.24,339,4
145,DE000ENAG999,EOAN,E.ON SE NA O.N.,Common stock,EUR,2504666,2018-10-10,13:01,8.452,8.452,8.451,8.451,544,2
146,DE000A1PHFF7,BOSS,HUGO BOSS AG NA O.N.,Common stock,EUR,2504512,2018-10-10,13:01,62.08,62.08,62.06,62.06,979,10
147,DE0005785802,FME,FRESEN.MED.CARE KGAA O.N.,Common stock,EUR,2504974,2018-10-10,13:01,88.06,88.12,88.06,88.12,1868,16
148,CH0012005267,NOT,"NOVARTIS NAM.     SF 0,50",Common stock,EUR,2504217,2018-10-10,13:01,74.7,74.7,74.7,74.7,12,1
149,DE0007100000,DAI,DAIMLER AG NA O.N.,Common stock,EUR,2505076,2018-10-10,13:01,54.19,54.19,54.16,54.17,1860,11
150,DE000A0H08M3,EXH1,IS.S.E.600 OIL+G.U.ETF A.,ETF,EUR,2504330,2018-10-10,13:01,36.605,36.605,36.605,36.605,101,1
151,DE000WCH8881,WCH,WACKER CHEMIE        O.N.,Common stock,EUR,2504860,2018-10-10,13:01,98.38,98.38,98.34,98.36,261,5
152,DE000A0L1NN5,HPBK,HELIAD EQ.PARTN. NA O.N.,Common stock,EUR,2504384,2018-10-10,13:01,7.2,7.2,7.2,7.2,112,1
153,DE0005408116,ARL,AAREAL BANK AG,Common stock,EUR,2504927,2018-10-10,13:01,36.2,36.2,36.2,36.2,192,1
154,DE0005168108,B5A,BAUER AG,Common stock,EUR,2504896,2018-10-10,13:01,15.04,15.04,15.04,15.04,150,1
155,DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2504664,2018-10-10,13:01,75.55,75.57,75.53,75.56,12634,56
156,LU0322253906,DX2J,XTR.MSCI EUROPE S.CAP 1C,ETF,EUR,2505884,2018-10-10,13:01,42.27,42.27,42.27,42.27,61,2
157,DE0006452907,NEM,NEMETSCHEK SE O.N.,Common stock,EUR,2505040,2018-10-10,13:01,116.1,116.3,116.1,116.3,418,9
158,DE0005933931,EXS1,ISHS CORE DAX UCITS ETF,ETF,EUR,2504265,2018-10-10,13:01,102.42,102.42,102.42,102.42,50,1
159,IE00B4L60045,EUNT,ISHSIII-EO C.BD 1-5YR EOD,ETF,EUR,2505659,2018-10-10,13:01,109.745,109.745,109.745,109.745,10,1
160,LU1296758029,CCAP,CORESTATE CAPITAL HLDG,Common stock,EUR,2506149,2018-10-10,13:01,36.9,36.9,36.8,36.8,1062,5
161,DE000A0TGJ55,VAR1,VARTA AG O.N.,Common stock,EUR,2721826,2018-10-10,13:01,27.4,27.4,27.4,27.4,200,2
162,DE000SYM9999,SY1,SYMRISE AG INH. O.N.,Common stock,EUR,2504852,2018-10-10,13:01,72.48,72.48,72.48,72.48,17,1
163,DE0007231326,SIX2,SIXT SE ST O.N.,Common stock,EUR,2505085,2018-10-10,13:01,96.65,96.65,96.65,96.65,77,3
164,DE000A0KRJZ9,OD7H,ETFS COM.SEC.DZ06/UN.BULL,ETC,EUR,2506193,2018-10-10,13:01,12.062000000000001,12.062000000000001,12.062000000000001,12.062000000000001,3900,1
165,AT0000A0E9W5,SANT,S+T AG (Z.REG.MK.Z.)O.N.,Common stock,EUR,2504159,2018-10-10,13:01,21.96,21.96,21.94,21.94,1140,6
166,DE0008019001,PBB,DT.PFANDBRIEFBK AG,Common stock,EUR,2505126,2018-10-10,13:01,13.17,13.17,13.17,13.17,2555,7
167,DE0005933972,EXS2,ISHARES TECDAX UCITS ETF,ETF,EUR,2504991,2018-10-10,13:01,24.06,24.06,24.06,24.06,475,1
168,DE0006602006,G1A,GEA GROUP AG,Common stock,EUR,2505051,2018-10-10,13:01,27.55,27.55,27.55,27.55,386,2
169,DE000A2GS401,SOW,SOFTWARE AG  NA O.N.,Common stock,EUR,2696229,2018-10-10,13:01,36.27,36.27,36.26,36.26,1211,6
170,DE000A1TNV91,ADE,BITCOIN GROUP SE  O.N.,Common stock,EUR,2504520,2018-10-10,13:01,28.84,28.84,28.7,28.7,300,3
171,DE0007037129,RWE,RWE AG ST O.N.,Common stock,EUR,2505072,2018-10-10,13:01,17.36,17.36,17.36,17.36,15,1
172,IE00B4L5Y983,EUNL,ISHSIII-CORE MSCI WLD DLA,ETF,EUR,2505656,2018-10-10,13:01,48.593,48.593,48.593,48.593,225,1
173,DE000BFB0019,B4B,METRO AG   ST O.N.,Common stock,EUR,2532386,2018-10-10,13:01,13.83,13.83,13.825,13.825,942,3
174,DE0007042301,RHK,RHOEN-KLINIKUM O.N.,Common stock,EUR,2505074,2018-10-10,13:01,21.98,21.98,21.98,21.98,52,1
175,DE0006231004,IFX,INFINEON TECH.AG NA O.N.,Common stock,EUR,2505024,2018-10-10,13:01,18.335,18.335,18.335,18.335,2129,5
176,DE000WAF3001,WAF,SILTRONIC AG NA O.N.,Common stock,EUR,2504859,2018-10-10,13:01,92.88,92.92,92.88,92.92,127,4
177,DE000A2AADD2,IGY,INNOGY SE  INH. O.N.,Common stock,EUR,2504618,2018-10-10,13:01,38.48,38.48,38.48,38.48,180,1
178,DE000KGX8881,KGX,KION GROUP AG,Common stock,EUR,2504811,2018-10-10,13:01,47.41,47.41,47.38,47.38,444,4
179,DE000A2E4K43,DHER,DELIVERY HERO SE NA O.N.,Common stock,EUR,2518798,2018-10-10,13:01,35.94,35.94,35.94,35.94,169,1
180,DE0007074007,KWS,KWS SAAT SE O.N.,Common stock,EUR,2505075,2018-10-10,13:01,301.0,303.0,298.0,298.0,176,18
181,US0231351067,AMZ,"AMAZON.COM INC.    DL-,01",Common stock,EUR,2506427,2018-10-10,13:01,1617.0,1617.0,1617.0,1617.0,40,2
182,LU0839027447,XDJP,XTR.NIKKEI 225 1D,ETF,EUR,2506063,2018-10-10,13:01,18.605999999999998,18.605999999999998,18.605999999999998,18.605999999999998,5,1
