,ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
84,DE000A0F5UF5,EXXT,ISHARES NASDAQ-100 U.ETF,ETF,EUR,2504303,2018-10-10,14:00,61.26,61.26,61.22,61.22,251,3
85,DE0006483001,LIN,LINDE AG O.N.,Common stock,EUR,2505043,2018-10-10,14:00,176.65,176.65,176.65,176.65,101,2
86,DE000TUAG000,TUI1,TUI AG NA O.N.,Common stock,EUR,2504855,2018-10-10,14:00,15.735,15.735,15.73,15.73,608,4
87,DE0006219934,JUN3,JUNGHEINRICH AG O.N.VZO,Common stock,EUR,2505020,2018-10-10,14:00,28.82,28.84,28.7,28.78,4141,14
88,DE000A2NB601,JEN,JENOPTIK AG  NA O.N.,Common stock,EUR,3417691,2018-10-10,14:00,26.48,26.48,26.48,26.48,190,2
89,US30303M1027,FB2A,"FACEBOOK INC.A DL-,000006",Common stock,EUR,2506484,2018-10-10,14:00,135.29,135.29,135.29,135.29,6,1
90,LU0533033238,LYPE,MUL-LYX.MSCI W.HCTRUE CEO,ETF,EUR,2506009,2018-10-10,14:00,282.0,282.0,282.0,282.0,37,3
91,DE0005800601,GFT,GFT TECHNOLOGIES SE,Common stock,EUR,2504977,2018-10-10,14:00,11.1,11.1,11.1,11.1,24,1
92,LU0292106753,DXSP,XTR.EU.ST.50 SH.DA.SW. 1C,ETF,EUR,2506403,2018-10-10,14:00,14.212,14.212,14.212,14.212,1000,1
93,DE0006969603,PUM,PUMA SE,Common stock,EUR,2505067,2018-10-10,14:00,422.5,422.5,422.0,422.0,123,6
94,DE0007037129,RWE,RWE AG ST O.N.,Common stock,EUR,2505072,2018-10-10,14:00,17.315,17.32,17.29,17.31,8883,22
95,DE000A1J5RX9,O2D,TELEFONICA DTLD HLDG NA,Common stock,EUR,2504492,2018-10-10,14:00,3.557,3.56,3.552,3.556,35805,17
96,DE000ETFL011,EL4A,DK DAX,ETF,EUR,2504258,2018-10-10,14:00,107.58,107.58,107.58,107.58,901,1
97,LU0252634307,LYY8,MUL-LYX.DLY.LEVDAX U.E. A,ETF,EUR,2504268,2018-10-10,14:00,94.08,94.08,94.08,94.08,10,1
98,DE0006602006,G1A,GEA GROUP AG,Common stock,EUR,2505051,2018-10-10,14:00,27.38,27.38,27.35,27.35,1215,4
99,US67066G1040,NVD,"NVIDIA CORP.      DL-,001",Common stock,EUR,2506544,2018-10-10,14:00,220.5,220.5,220.5,220.5,2,1
100,DE0005200000,BEI,BEIERSDORF AG O.N.,Common stock,EUR,2504906,2018-10-10,14:00,91.48,91.58,91.48,91.58,742,9
101,LU0274211480,DBXD,XTR.DAX 1C,ETF,EUR,2504269,2018-10-10,14:00,114.26,114.26,114.26,114.26,850,1
102,DE000A1TNV91,ADE,BITCOIN GROUP SE  O.N.,Common stock,EUR,2504520,2018-10-10,14:00,28.18,28.2,28.18,28.2,275,3
103,DE000BFB0019,B4B,METRO AG   ST O.N.,Common stock,EUR,2532386,2018-10-10,14:00,13.695,13.695,13.67,13.685,6688,12
104,DE0005140008,DBK,DEUTSCHE BANK AG NA O.N.,Common stock,EUR,2504888,2018-10-10,14:00,9.655,9.668,9.642000000000001,9.668,28856,36
105,DE000PAH0038,PAH3,PORSCHE AUTOM.HLDG VZO,Common stock,EUR,2504816,2018-10-10,14:00,54.96,55.0,54.96,54.98,1010,12
106,DE0007257503,CEC,CECONOMY AG  ST O.N.,Common stock,EUR,2505090,2018-10-10,14:00,4.412,4.413,4.41,4.412,8739,18
107,DE000FTG1111,FTK,FINTECH GROUP AG  NA O.N.,Common stock,EUR,2504808,2018-10-10,14:00,25.75,25.75,25.75,25.75,98,1
108,DE000KSAG888,SDF,K+S AG NA O.N.,Common stock,EUR,2504812,2018-10-10,14:00,18.39,18.4,18.39,18.4,1774,8
109,DE0006452907,NEM,NEMETSCHEK SE O.N.,Common stock,EUR,2505040,2018-10-10,14:00,113.9,113.9,113.5,113.5,428,5
110,LU0411075376,DBPE,XTR.LEVDAX DA.SWAP 1C,ETF,EUR,2504273,2018-10-10,14:00,102.16,102.16,102.16,102.16,210,1
111,LU1704650164,BFSA,BEFESA S.A.ORD.REG. EO 1,Common stock,EUR,2759536,2018-10-10,14:00,39.6,39.6,39.6,39.6,40,1
112,DE0005437305,COP,COMPUGROUP MED.SE O.N.,Common stock,EUR,2504932,2018-10-10,14:00,46.38,46.38,46.38,46.38,203,2
113,DE0007165631,SRT3,SARTORIUS AG VZO O.N.,Common stock,EUR,2505079,2018-10-10,14:00,123.4,123.4,123.2,123.2,268,3
114,DE0005407506,CEV,CENTROTEC SUSTAINABLE O.N,Common stock,EUR,2504926,2018-10-10,14:00,12.94,12.98,12.94,12.98,479,5
115,LU0274209740,DBXJ,XTR.MSCI JAPAN 1C,ETF,EUR,2505827,2018-10-10,14:00,53.06399999999999,53.06399999999999,53.06399999999999,53.06399999999999,230,1
116,DE0005664809,EVT,EVOTEC AG O.N.,Common stock,EUR,2504963,2018-10-10,14:00,15.9,15.925,15.9,15.92,2332,10
117,DE0005428007,COM,COMDIRECT BANK AG,Common stock,EUR,2504931,2018-10-10,14:00,10.48,10.48,10.48,10.48,35,1
118,LU0321462953,DXSU,XTR.II USD EM BD 1CEOH,ETF,EUR,2505869,2018-10-10,14:00,303.55,303.55,303.1,303.1,29,3
119,DE0006048432,HEN3,HENKEL AG+CO.KGAA VZO,Common stock,EUR,2505004,2018-10-10,14:00,96.3,96.38,96.3,96.34,1229,12
120,US0378331005,APC,APPLE INC.,Common stock,EUR,2506434,2018-10-10,14:00,194.06,194.06,194.06,194.06,65,1
121,US0231351067,AMZ,"AMAZON.COM INC.    DL-,01",Common stock,EUR,2506427,2018-10-10,14:00,1583.91,1586.78,1583.91,1586.78,9,3
122,DE000UNSE018,UN01,UNIPER SE  NA O.N.,Common stock,EUR,2504856,2018-10-10,14:00,25.43,25.45,25.43,25.44,2803,8
123,DE000A1JF7L0,H4ZP,HSBC MSCI CHINA U. ETF DZ,ETF,EUR,2504478,2018-10-10,14:00,6.273,6.273,6.273,6.273,2418,3
124,DE0006231004,IFX,INFINEON TECH.AG NA O.N.,Common stock,EUR,2505024,2018-10-10,14:00,18.11,18.135,18.085,18.1,37528,34
125,DE0005773303,FRA,FRAPORT AG FFM.AIRPORT,Common stock,EUR,2504970,2018-10-10,14:00,67.9,67.9,67.9,67.9,225,3
126,DE000BAY0017,BAYN,BAYER AG NA O.N.,Common stock,EUR,2504664,2018-10-10,14:00,75.7,75.76,75.64,75.76,9294,52
127,DE0006580806,MUM,MENSCH UND MASCH.O.N.,Common stock,EUR,2505048,2018-10-10,14:00,24.5,24.5,24.5,24.5,1200,1
128,LU0307018795,SFQ,"SAF HOLLAND S.A.   EO-,01",Common stock,EUR,2505867,2018-10-10,14:00,12.87,12.87,12.87,12.87,162,1
129,DE000A0H08M3,EXH1,IS.S.E.600 OIL+G.U.ETF A.,ETF,EUR,2504330,2018-10-10,14:00,36.435,36.435,36.435,36.435,162,1
130,FR0007063177,LYMS,LYX.NASDAQ-100 U.ETF DEO,ETF,EUR,2505190,2018-10-10,14:00,24.72,24.72,24.72,24.72,490,1
131,GB0059822006,DLG,"DIALOG SEMICOND.   LS-,10",Common stock,EUR,2505387,2018-10-10,14:00,16.575,16.575,16.575,16.575,79,1
132,DE0005545503,DRI,1+1 DRILLISCH AG O.N.,Common stock,EUR,2504950,2018-10-10,14:00,37.44,37.5,37.44,37.48,995,6
133,DE0005550636,DRW3,DRAEGERWERK VZO O.N.,Common stock,EUR,2504952,2018-10-10,14:00,50.2,50.2,50.2,50.2,28,1
134,DE000PAT1AG3,PAT,PATRIZIA IMMOBILIEN NA ON,Common stock,EUR,2504817,2018-10-10,14:00,16.48,16.48,16.48,16.48,130,1
135,DE000BASF111,BAS,BASF SE NA O.N.,Common stock,EUR,2504663,2018-10-10,14:00,71.28,71.33,71.25,71.32,8562,37
136,DE000A1ML7J1,VNA,VONOVIA SE NA O.N.,Common stock,EUR,2504501,2018-10-10,14:00,39.38,39.42,39.37,39.42,5033,10
137,IE00BP3QZB59,IS3S,ISHSIV-E.MSCI W.VAL.F.DLA,ETF,EUR,2505466,2018-10-10,14:00,27.335,27.395,27.335,27.395,729,2
138,IT0005239360,CRIN,UNICREDIT,Common stock,EUR,2505810,2018-10-10,14:00,12.112,12.112,12.112,12.112,2611,1
139,DE000A2E4L75,LINU,LINDE AG O.N. Z.UMT.,Common stock,EUR,2600157,2018-10-10,14:00,206.1,206.1,206.0,206.1,916,10
140,DE000A0Z2ZZ5,FNTN,FREENET AG NA O.N.,Common stock,EUR,2504438,2018-10-10,14:00,19.14,19.145,19.14,19.145,558,2
141,DE0007235301,SGL,SGL CARBON SE O.N.,Common stock,EUR,2505087,2018-10-10,14:00,8.36,8.36,8.355,8.355,1008,4
142,DE0007251803,SAZ,STADA ARZNEIMITT. NA O.N.,Common stock,EUR,2505089,2018-10-10,14:00,81.7,81.76,81.68,81.76,760,9
143,DE000A0Z2XN6,RIB,RIB SOFTWARE SE  NA EO 1,Common stock,EUR,2504436,2018-10-10,14:00,15.46,15.46,15.46,15.46,541,4
144,DE0005810055,DB1,DEUTSCHE BOERSE NA O.N.,Common stock,EUR,2504978,2018-10-10,14:00,112.65,112.7,112.65,112.7,338,3
145,IE00B4L5Y983,EUNL,ISHSIII-CORE MSCI WLD DLA,ETF,EUR,2505656,2018-10-10,14:00,48.211000000000006,48.211000000000006,48.211000000000006,48.211000000000006,39,1
146,DE0005933931,EXS1,ISHS CORE DAX UCITS ETF,ETF,EUR,2504265,2018-10-10,14:00,101.58,101.6,101.58,101.6,765,3
147,DE000ETN0446,X0DM,COMMERZBANK ETN UNL.,ETN,EUR,2504777,2018-10-10,14:00,1187.9,1187.9,1187.9,1187.9,1,1
148,GB0000566504,BIL,"BHP BILLITON       DL-,50",Common stock,EUR,2505369,2018-10-10,14:00,18.305999999999997,18.314,18.305999999999997,18.314,2654,2
149,US64110L1061,NFC,"NETFLIX INC.      DL-,001",Common stock,EUR,2506536,2018-10-10,14:00,297.66,297.66,297.66,297.66,39,1
150,DE0005501357,SPR,A.SPRINGER SE VNA,Common stock,EUR,2504947,2018-10-10,14:00,56.5,56.5,56.5,56.5,39,1
151,DE0007164600,SAP,SAP SE O.N.,Common stock,EUR,2505077,2018-10-10,14:00,100.22,100.24,100.14,100.2,9850,54
152,DE0007664005,VOW,VOLKSWAGEN AG ST O.N.,Common stock,EUR,2505113,2018-10-10,14:00,142.1,142.2,142.1,142.1,770,11
153,LU0838782315,XDDX,XTR.DAX INCOME 1D,ETF,EUR,2504277,2018-10-10,14:00,101.42,101.48,101.42,101.46,424,4
154,DE000A1DAHH0,BNR,BRENNTAG AG NA O.N.,Common stock,EUR,2504453,2018-10-10,14:00,48.79,48.79,48.73,48.76,1473,13
155,DE000A2GS633,AEIN,ALLGEIER SE  NA O.N.,Common stock,EUR,2696230,2018-10-10,14:00,31.0,31.0,31.0,31.0,205,1
156,IE00BJZ2DD79,XRS2,X(IE)-RUSSELL 2000 1CDL,ETF,EUR,2505423,2018-10-10,14:00,193.22,193.22,193.22,193.22,57,1
157,DE0008232125,LHA,LUFTHANSA AG VNA O.N.,Common stock,EUR,2505130,2018-10-10,14:00,19.37,19.375,19.36,19.375,2246,9
158,IE00B60SWW18,SC0C,IM-I.STOXX EUROPE 600 A,ETF,EUR,2505753,2018-10-10,14:00,76.8,76.8,76.73,76.73,154,2
159,US5949181045,MSF,"MICROSOFT    DL-,00000625",Common stock,EUR,2506530,2018-10-10,14:00,95.12,95.12,95.05,95.07,1601,9
160,DE0007276503,YSN,SECUNET SECURITY AG O.N.,Common stock,EUR,2505093,2018-10-10,14:00,102.0,102.0,101.4,101.4,9,2
161,FI0009000681,NOA3,"NOKIA OYJ EO-,06",Common stock,EUR,2505156,2018-10-10,14:00,4.51,4.513999999999999,4.51,4.513999999999999,4770,3
162,DE0005493092,BVB,BORUSSIA DORTMUND,Common stock,EUR,2504940,2018-10-10,14:00,7.755,7.755,7.755,7.755,500,1
163,DE000A1PHFF7,BOSS,HUGO BOSS AG NA O.N.,Common stock,EUR,2504512,2018-10-10,14:00,62.12,62.12,61.92,62.0,1811,21
164,DE0008430026,MUV2,MUENCH.RUECKVERS.VNA O.N.,Common stock,EUR,2505134,2018-10-10,14:00,192.9,193.1,192.85,193.1,1580,21
165,DE000A1EWWW0,ADS,ADIDAS AG NA O.N.,Common stock,EUR,2504471,2018-10-10,14:00,194.45,194.75,194.45,194.75,3582,23
166,DE0007493991,SAX,STROEER SE + CO. KGAA,Common stock,EUR,2505103,2018-10-10,14:00,48.2,48.2,48.2,48.2,500,1
167,DE0005158703,BC8,BECHTLE AG O.N.,Common stock,EUR,2504894,2018-10-10,14:00,80.1,80.1,80.0,80.0,679,6
168,DE0006632003,MOR,MORPHOSYS AG O.N.,Common stock,EUR,2505055,2018-10-10,14:00,79.5,79.5,79.5,79.5,363,4
169,DE000A161N30,GLJ,GRENKE AG NA O.N.,Common stock,EUR,2504606,2018-10-10,14:00,92.2,92.3,92.2,92.3,515,2
170,DE000A0LD2U1,AOX,ALSTRIA OFFICE REIT-AG,Common stock,EUR,2504379,2018-10-10,14:00,12.75,12.76,12.75,12.76,7048,6
171,DE000A2GS5D8,DMP,DERMAPHARM HLDG INH O.N.,Common stock,EUR,2984169,2018-10-10,14:00,28.535,28.535,28.46,28.46,846,3
172,DE000A2DAM03,AAG,AUMANN AG  INH O.N.,Common stock,EUR,2504639,2018-10-10,14:00,47.9,47.9,47.9,47.9,6,1
173,DE000TCAG172,TC1,TELE COLUMBUS AG NA O.N.,Common stock,EUR,2504853,2018-10-10,14:00,2.72,2.72,2.72,2.72,1000,1
174,DE000CBK1001,CBK,COMMERZBANK AG,Common stock,EUR,2504665,2018-10-10,14:00,8.666,8.677999999999999,8.666,8.677999999999999,10655,8
175,IE00BNH72088,ZPRC,SSGA S.E.E.II-S.TR G.C.BD,ETF,EUR,2505464,2018-10-10,14:00,30.433000000000003,30.433000000000003,30.433000000000003,30.433000000000003,55,1
176,DE0006599905,MRK,MERCK KGAA O.N.,Common stock,EUR,2505050,2018-10-10,14:00,89.9,90.04,89.9,90.04,1264,14
177,IE00B3WJKG14,QDVE,ISHSV-S+500INF.T.SECT.DLA,ETF,EUR,2505642,2018-10-10,14:00,7.649,7.65,7.643,7.65,402,3
178,IE00B3B8Q275,IUS6,ISHSIII-EO COV.BD EO DIS,ETF,EUR,2505622,2018-10-10,14:00,153.29,153.295,153.29,153.295,80,2
179,DE000A0F5UJ7,EXV1,IS.S.EU.600 BANK.U.ETF A.,ETF,EUR,2504306,2018-10-10,14:00,15.192,15.192,15.19,15.19,10000,3
